سنعطيك الأدوات التي تحتاجها حتى تتمكن من أن تكون العديد من,we'll give you the tools you need so that you can be many of,,,,,,,,
"عمالقة الصناعات هؤلاء في المستقبل بحيث يمكنك أن تكون واحدًا لتقوم ببنائه ،","these future titans of industries that you can be one to go out and build,",,,,,,,,
"كما تعلم ، وتساعد شركات التكنولوجيا الكبيرة على القيام بالأمور المذهلة  أشياء يفعلونها ،","you know, help the large tech companies do the amazing things they do,",,,,,,,,
"أو يبنون شركتك الناشئة الخاصة بك ،","or build your own start-up,",,,,,,,,
أو يدخلون في صناعة أخرى.,or go into some other industry.,,,,,,,,
اذهب أو اذهب لتغيير الرعاية الصحية أو اذهب,"Go, go transform healthcare or go",,,,,,,,
لتغيير وسائل النقل أو اصنع سيارة ذاتية القيادة.,transform transportation or go build a self-driving car.,,,,,,,,
"اممم ، وافعل كل هذه الأشياء التي","Um, and do all of these things that,",,,,,,,,
"، بعد هذا الفصل ،","um, after this class,",,,,,,,,
أعتقد أنك ستتمكن من القيام بها.,I think you'll be able to do.,,,,,,,,
"كما تعلمون ، فإن غالبية الطلاب الذين يزودون","You know, um, the majority of students supplying- the,",,,,,,,,
#NAME?,the demand for AI skills- the demand for machine learning skills is so vast.,,,,,,,,
أعتقد أنكم جميعًا تعرفون ذلك.,I think you all know that.,,,,,,,,
"أممم ، وأعتقد أنه بسبب تقدم التعلم الآلي","Um, and I think it's because machine learning has advanced",,,,,,,,
"بسرعة كبيرة في السنوات القليلة الماضية ، هناك الكثير من الفرص","so rapidly in the last few years that there are so many opportunities,",,,,,,,,
"لتطبيق خوارزميات التعلم ، أليس كذلك؟","um, to apply the learning algorithms, right?",,,,,,,,
سواء في الصناعة أو في الأوساط الأكاديمية.,Both in industry as well as in academia.,,,,,,,,
أعتقد أن لدينا اليوم,"I think today, we have, um,",,,,,,,,
أساتذة قسم اللغة الإنجليزية يحاولون,the English department professors trying to,,,,,,,,
تطبيق خوارزميات التعلم لفهم التاريخ بشكل أفضل.,apply learning algorithms to understand history better.,,,,,,,,
"أه ، لدينا محامون يحاولون تطبيق التعلم الآلي في","Uh, we have lawyers trying to apply machine learning into",,,,,,,,
"معالجة المستندات القانونية وخارج الحرم الجامعي ، كل شركة ،","process legal documents and off-campus, every company,",,,,,,,,
سواء شركات التكنولوجيا وكذلك الكثير من,both the tech companies as well as lots of,,,,,,,,
"الشركات الأخرى التي لن تفكر فيها بشركات التكنولوجيا ،","other companies that you wouldn't consider tech companies,",,,,,,,,
"كل شيء من شركات التصنيع إلى شركات الرعاية الصحية  ،","everything from manufacturing companies, to healthcare companies,",,,,,,,,
لشركات الخدمات اللوجستية تحاول أيضًا تطبيق التعلم الآلي.,to logistics companies are also trying to apply machine learning.,,,,,,,,
"لذا أعتقد أنه ،","So I think that, um, uh, uh,",,,,,,,,
"إذا نظرت إليها على أساس واقعي ،","if you look at it on a- on a factual basis,",,,,,,,,
فإن عدد الأشخاص الذين يقومون,the number of people doing,,,,,,,,
بمشروعات تعلم الآلة القيمة للغاية اليوم أكبر بكثير مما كان عليه قبل ستة أشهر.,very valuable machine learning projects today is much greater than it was six months ago.,,,,,,,,
وكان قبل ستة أشهر أكبر بكثير مما كان عليه قبل 12 شهرًا.,And six months ago is much greater than it was 12 months ago.,,,,,,,,
وكمية القيمة,"And the amount of value,",,,,,,,,
"، وكمية العمل الهادف المثير الذي يتم إنجازه في التعلم الآلي","the amount of exciting meaningful work being done in machine learning is,",,,,,,,,
"، آخذ في الارتفاع بقوة.","is, is very strongly going up.",,,,,,,,
"أممم ، وأعتقد أنه نظرًا لارتفاع ، كما تعلمون","Um, and I think that given the rise of, you know, the,",,,,,,,,
"، كميات البيانات التي لدينا بالإضافة إلى أدوات التعلم الآلي الجديدة التي","the amounts of data we have as well as the new machine learning tools that we have,",,,,,,,,
"نمتلكها ، فسوف يمر وقت طويل قبل نفاد الفرص.","um, it will be a long time before we run out of opportunities.",,,,,,,,
"كما تعلم ، من قبل ، قبل أن يكون لدى المجتمع","You know, before, before society as",,,,,,,,
ككل عدد كافٍ من الأشخاص الذين لديهم مجموعة مهارات التعلم الآلي.,a whole has enough people with the machine learning skill set.,,,,,,,,
"حسنًا ، ربما ، لا أعرف ،","Um, so just as maybe, I don't know,",,,,,,,,
قبل 20 عامًا كان وقتًا جيدًا لبدء العمل على هذا الشيء على الإنترنت,20 years ago was a good time to start working on this Internet thing and,,,,,,,,
وجميع الأشخاص الذين بدأوا العمل على الإنترنت مثل 20 عامًا لديهم وظائف رائعة.,all people that started working on the Internet like 20 years ago have fantastic careers.,,,,,,,,
"أعتقد أن اليوم هو وقت رائع للانتقال إلى التعلم الآلي ، آه ، و ،","I think today is a wonderful time to jump into machine learning, uh, and, and,",,,,,,,,
وعدد- والفرص المتاحة لك,and the number of- and the opportunities for you to,,,,,,,,
"للقيام بأشياء فريدة لا يملكها أحد- لا أحد يفعلها ، أليس كذلك؟","do unique things that no one has- no one else is doing, right?",,,,,,,,
فرصة الذهاب إلى شركة لوجستية,The opportunity for you to go to a logistics company and,,,,,,,,
وإيجاد طريقة مثيرة لتطبيق التعلم الآلي أه,"find that exciting way to apply machine learning, uh,",,,,,,,,
ستكون عالية جدًا لأن هناك احتمالية,will be very high because chances are,,,,,,,,
أن الشركة اللوجستية ليس لديها أحد حتى يعمل على هذا.,that logistic company has no one else even working on this.,,,,,,,,
"لأنه ، كما تعلم ، ربما لا يستطيعون - هم ،","Because, you know, they probably can't- they,",,,,,,,,
"قد لا يكونوا قادرين على توظيف طالب رائع في جامعة ستانفورد وهو خريج CS229 ، أليس كذلك؟","they may not be able to hire a fantastic Stanford student that's a graduate of CS229, right?",,,,,,,,
لأنه لا يوجد الكثير من خريجي CS229 حولنا.,Because there just aren't a lot of CS229 graduates around.,,,,,,,,
"حسنًا ، ما أريد فعله اليوم هو","Um, so what I want to do today is,",,,,,,,,
تقديم مقدمة سريعة تتحدث عن الخدمات اللوجستية.,"um, do a quick intro talking about logistics.",,,,,,,,
"أممم ، وبعد ذلك ،","Um, and then uh, we'll,",,,,,,,,
"سنقضي النصف الثاني من اليوم ، كما تعلمون ، في","we'll spend the second half of the day, you know,",,,,,,,,
تقديم نظرة عامة,"giving an overview and,",,,,,,,,
"، ونتحدث أكثر قليلاً عن التعلم الآلي.",and talk a little bit more about machine learning.,,,,,,,,
"تمام؟  واه- أوه ، وأنا أعتذر.","Okay? And uh- oh, and I apologize.",,,,,,,,
"أنا - أعتقد أن ، آه ، هذه الغرفة ،","I- I think that, uh, this room,",,,,,,,,
"حسب تلك اللافتة هناك ، مقاعد ،","according to that sign there, seats,",,,,,,,,
"ما ، 300 وشيء من الطلاب.","what, 300 and something students.",,,,,,,,
أه أعتقد - لدينا أه,"Uh, I think- we have, uh,",,,,,,,,
أه ليس مثل 800 شخص فقط مسجلون في هذا الفصل.,"uh, like not quite 800 people enrolled in this class.",,,,,,,,
[ضحك] أه إذا هناك أناس بالخارج,"[LAUGHTER] Uh, so there are people outside, and,",,,,,,,,
وكل الفصول,"and all of the classes,",,,,,,,,
أه مسجلة وبثت في SCPD.,"uh, are recorded and broadcast in SCPD.",,,,,,,,
أه هم عادةً- يتم توفير مقاطع الفيديو عادةً في نفس اليوم.,"Uh, they usually- the videos are usually made available the same day.",,,,,,,,
"لذلك ، بالنسبة لأولئك الذين لا يستطيعون دخول الغرفة ، أعتذر.","So for those who they can't get into the room, my apologies.",,,,,,,,
"اممم ، - كانت هناك بعض السنوات ،","Um, the- there were some years, um,",,,,,,,,
حيث واجهت مشكلة في الدخول إلى الغرفة ولكني سعيد [ضحك] لقد سمحوا لي بالدخول.,where even I had trouble getting into the room but I'm glad [LAUGHTER] they let me in.,,,,,,,,
"لكن ، لكني - ولكن ، ولكن آمل أن تتمكن من المشاهدة.","But, but I'm- but, but hopefully, you can watch.",,,,,,,,
يمكنك مشاهدة كل هذه الأشياء عبر الإنترنت قريبًا.,"You, you can watch all of these things online shortly.",,,,,,,,
[غير مسموع]. ,[inaudible].,,,,,,,,
"حسنا أرى ذلك.  نعم فعلا.  نعم.  [ضحك] لا أعرف ،","Oh, I see. Yes. Yeah. [LAUGHTER] I don't know,",,,,,,,,
الأمر معقد بعض الشيء.,it's a bit complicated.,,,,,,,,
[ضحك] أجل.  شكرا لك. ,[LAUGHTER] Yeah. Thank you.,,,,,,,,
"أعتقد أنه بخير.  نعم.  I- أنا- حسنًا ، أجل.","I think it's okay. Yeah. I- I- okay, yeah.",,,,,,,,
نعم.  ربما في الفصول القليلة التالية يمكنك الضغط على NTC واستخدامه.,Yeah. Maybe for the next few classes you can squeeze in and use the NTC.,,,,,,,,
"لذلك في الوقت الحالي ، قد يكون الأمر معقدًا للغاية.","So for now, it might be too complicated.",,,,,,,,
"تمام.  مقدمات سريعة جدًا ،","Okay. So quick intros, um,",,,,,,,,
"آه ، أنا آسف ، كان علي أن أقدم نفسي.  اسمي أندرو نغ.","uh, I'm sorry, I should have introduced myself. My name is Andrew Ng.",,,,,,,,
"[ضحك] أه ، أه ، وأردت أن أقدم","[LAUGHTER] Uh, uh, uh, and I wanted to introduce",,,,,,,,
بعضًا من بقية أعضاء فريق التدريس أيضًا.,some of the rest of the teaching team as well.,,,,,,,,
هناك منسق صف.,There's a class coordinator.,,,,,,,,
لقد لعبت هذا الدور لسنوات عديدة حتى الآن وتساعد في,"Um, she has been playing this role for many years now and helps",,,,,,,,
الحفاظ على تشغيل القطارات في الوقت المحدد والتأكد من أن كل شيء في,keep the trains run on time and make sure that everything in,,,,,,,,
الفصل يحدث عندما يفترض.,class happens when it's supposed to.,,,,,,,,
"آه ، آه ، لذا ، لذا يجب أن تكون أه- وبعد ذلك ، آه ،","Uh, uh, so, so, so should be uh- and then, uh,",,,,,,,,
نحن سعداء بامتلاك-,we're thrilled to have-,,,,,,,,
هل تريدون يا رفاق الوقوف؟,Do you guys want to stand up?,,,,,,,,
أه عندنا مساعدو المديرون المساعدون,"Uh, we have the co-head TAs,",,,,,,,,
أه على التوالي طلاب دكتوراه يعملون معي.,"uh, respectively are PhD students working with me.",,,,,,,,
"أه ، وبالتالي جلب الكثير من ، أم ، أه ،","Uh, and so bringing a lot of, um, uh,",,,,,,,,
"خبرة فنية ، أه ، خبرة فنية في","technical experience, uh, technical experience in",,,,,,,,
التعلم الآلي بالإضافة إلى المعرفة العملية حول كيفية جعل هذه الأشياء تعمل بالفعل.,machine learning as well as practical know-how on how to actually make these things work.,,,,,,,,
"ومع الصف الكبير الذي لدينا ،","And with the large class that we have,",,,,,,,,
لدينا فريق كبير من TA.,we have a large TA team.,,,,,,,,
"اممم ، ربما لن أقدم جميع المشاركين هنا اليوم","Um, maybe I won't introduce all of the TAs here today",,,,,,,,
ولكنك ستلتقي بالعديد منهم خلال هذه الدورة التدريبية هنا.,but you'll meet many of them throughout this course here.,,,,,,,,
لكن خبرة TAs تشمل كل شيء من رؤية الكمبيوتر ومعالجة اللغة الطبيعية,"But the TAs expertise span everything from computer vision and natural language processing,",,,,,,,,
إلى البيولوجيا الحاسوبية والروبوتات.,"to computational biology, to robotics.",,,,,,,,
"وهكذا ، أممم ، خلال هذا الربع","And so, um, through this quarter,",,,,,,,,
"، وأنت تعمل في مشاريع صفك ،","as you work on your class projects,",,,,,,,,
"أتمنى أن تحصل على الكثير من ، آه ،","I hope that you get a lot of, uh,",,,,,,,,
"المساعدة والمشورة والتوجيه من المساعدين ، أه ،","help and advice and mentoring from the TAs, uh,",,,,,,,,
وجميعهم - وجميعهم ليس لديهم خبرة عميقة  فقط في,all of which- all of whom have deep expertise not just in,,,,,,,,
"التعلم الآلي ولكن غالبًا في منطقة تطبيق رأسية محددة ،","machine learning but often in a specific vertical application area,",,,,,,,,
"أم ، من التعلم الآلي.","um, of machine learning.",,,,,,,,
"بناءً على ما هو مشروعك ،","So depending on what your projects,",,,,,,,,
"حاولنا أن نطابقك مع TA الذي يمكن أن يقدم لك النصيحة ، أم ، إيه","we tried to match you to a TA that can give you advice, um, eh,",,,,,,,,
"، الأكثر صلة ، أه ،","the most relevant, uh,",,,,,,,,
أيًا كان المشروع الذي تعمل عليه في النهاية.,whatever project you end up working on.,,,,,,,,
"حسنًا ، أجل ، هدف هذا الفصل ،","Um, so yeah, goal of this class,",,,,,,,,
آمل أنه بعد الأسابيع العشرة القادمة,"I hope that after the next 10 weeks,",,,,,,,,
"، ستكون خبيرًا في التعلم الآلي.","uh, you will be an expert in machine learning.",,,,,,,,
"اممم ، اتضح أنه ، آه ،","Um, it turns out that, uh,",,,,,,,,
"آه ، أنت تعرف ، أممم ،","uh, you know, um,",,,,,,,,
و- وآمل أنه بعد هذا الفصل,"and- and I hope that after this class,",,,,,,,,
"، ستكون قادرًا على الخروج وإنشاء تطبيقات مفيدة للغاية للتعلم الآلي ،","you'll be able to go out and build very meaningful machine learning applications,",,,,,,,,
"أه ، إما في بيئة أكاديمية حيث  أه","uh, either in an academic setting where, uh,",,,,,,,,
أتمنى أن تطبقه على مشاكلك في الهندسة الميكانيكية,"hopefully you can apply it to your problems in mechanical engineering,",,,,,,,,
"والهندسة الكهربائية وأه اللغة الإنجليزية والقانون وأم ، أه ،","electrical engineering, and, uh, English,",,,,,,,,
"و- و- والتعليم وكل هذا العمل الرائع الذي يحدث في الحرم الجامعي ،","and- and- and education and all of this wonderful work that happens on campus,",,,,,,,,
"أه  ، وكذلك بعد تخرجك من جامعة ستانفورد","uh, as well as after you graduate from Stanford",,,,,,,,
لتتمكن من تطبيقها على أي وظيفة تجدها.,to be able to apply it to whatever jobs you find.,,,,,,,,
من الأشياء التي أجدها مثيرة للغاية حول التعلم الآلي أنها لم,"Um, one of the things I find very exciting about machine learning is that it's no",,,,,,,,
"تعد نوعًا من شركة التكنولوجيا البحتة فقط ، أليس كذلك؟","longer a sort of pure tech company only kind of thing, right?",,,,,,,,
أعتقد أنه قبل سنوات,"I think that many years ago,",,,,,,,,
"عديدة ، كان التعلم الآلي بمثابة شيء ، كما تعلمون ،","um, machine learning, it was like a thing that, you know,",,,,,,,,
سيفعله قسم علوم الكمبيوتر,the computer science department would do and that,,,,,,,,
وأن شركات الذكاء الاصطناعي النخبة مثل Google و Facebook و Baidu و Microsoft ستفعله.,the elite AI companies like Google and Facebook and Baidu and Microsoft would do.,,,,,,,,
"آه ، لكن الآن ، الأمر منتشر للغاية لدرجة أنه حتى الشركات","Uh, but now, it is so pervasive that even companies that are",,,,,,,,
غير التقليدية لوجود شركات تكنولوجيا ترى حاجة كبيرة لتطبيق هذه الأدوات,"not traditional because there are tech companies see a huge need to apply these tools,",,,,,,,,
"، وأجد الكثير من الأعمال الأكثر إثارة ، أه ، هذه الأيام.","and I find a lot of the most exciting work, uh, these days.",,,,,,,,
"اممم ، و ، وربما يعرف بعضكم أن تاريخي البعض سيكون متحيزًا ، أليس كذلك؟","Um, and, and, and maybe some of you guys know my history some would be biased, right?",,,,,,,,
أنا - لقد قادت فريق Google Brain الذي ساعد Google على التحول,I- I led the Google Brain team which helped Google transform,,,,,,,,
"من شركة كانت بالفعل شركة رائعة قبل 10 سنوات إلى اليوم ،","from what was already a great company 10 years ago to today which is,",,,,,,,,
"كما تعلمون ، شركة ذكاء اصطناعي رائعة.","you know, a great AI company.",,,,,,,,
"ثم قادت أيضًا مجموعة الذكاء الاصطناعي في بايدو ،","And then I also led the AI group at Baidu,",,,,,,,,
"كما تعلمون ، قادت استراتيجية الشركة التكنولوجية لمساعدة بايدو.","and, you know, led the company's technology strategy to help Baidu.",,,,,,,,
"أيضًا ، تحولت من شركة كانت بالفعل شركة عظيمة","Also, it transformed from what was already a great company",,,,,,,,
منذ سنوات عديدة إلى اليوم يمكن القول إنها أكبر شركة ذكاء اصطناعي في الصين.,many years ago to today arguably China's greatest AI company.,,,,,,,,
"لذلك بعد أن قادت ، كما تعلمون ،","So having led the, you know,",,,,,,,,
بنيت الفرق التي قادت تحولات الذكاء الاصطناعي لشركتين كبيرتين من شركات التكنولوجيا,"built the teams that led the AI transformations of two large tech companies,",,,,,,,,
"، أشعر أن هذا شيء رائع للقيام به.","I, I, I feel like that's a great thing to do.",,,,,,,,
"أه ، ولكن حتى أبعد من التكنولوجيا ، أعتقد أن","Uh, but even beyond tech, I think that, um,",,,,,,,,
"هناك الكثير من العمل المثير الذي يجب القيام به أيضًا لمساعدة الصناعات الأخرى ،","there's a lot of exciting work to do as well to help other industries,",,,,,,,,
"لمساعدة القطاعات الأخرى ، آه ،","to help other sectors, uh,",,,,,,,,
احتضان التعلم الآلي واستخدام هذه الأدوات بشكل فعال.,embrace machine learning and use these tools effectively.,,,,,,,,
"أممم ، ولكن بعد هذا الفصل ،","Um, but after this class,",,,,,,,,
آمل أن يكون كل واحد منكم مؤهلاً جيدًا,I hope that each one of you will be well qualified to,,,,,,,,
"للحصول على وظيفة في شركة تكنولوجيا لامعة والقيام بالتعلم الآلي هناك ،","get a job at a shiny tech company and do machine learning there,",,,,,,,,
أو الذهاب إلى إحدى هذه الصناعات الأخرى والقيام,or go into one of these other industries and do,,,,,,,,
بمشاريع تعلم آلي قيّمة للغاية هناك.,very valuable machine learning projects there.,,,,,,,,
"أممم ، بالإضافة إلى ذلك ،","Um, and in addition,",,,,,,,,
"إذا كان أي منكم ، أم","if any of you, um,",,,,,,,,
"، يأخذ هذا الفصل بهدف أساسي هو ، أه ،","are taking this class with the primary goal of, uh,",,,,,,,,
"القدرة على إجراء بحث ،","being able to do research,",,,,,,,,
"أه ، في التعلم الآلي","uh, in machine learning,",,,,,,,,
"، لذا ، فاكتوا - لذلك أعلم أن بعضكم  طلاب الدكتوراه.","so, so, actua- so some of you I know are PhD students.",,,,,,,,
"أممم ، أتمنى أن يتركك هذا الفصل أيضًا مجهزًا جيدًا","Um, I hope that this class will also leave you well-equipped to,",,,,,,,,
"، ليتمكن من قراءة وفهم الأوراق البحثية ، أه ،","um, be able to read and understand research papers, uh,",,,,,,,,
"وكذلك أه ، كما تعلم ،","as well as, uh, you know,",,,,,,,,
"تكون مؤهلاً للبدء في المضي قدمًا ،","be qualified to start pushing forward,",,,,,,,,
"أم ،  الفن صحيح.","um, the state of the art, right.",,,,,,,,
"اممم ، لذلك دعونا نرى.","Um, so let's see.",,,,,,,,
"حسنًا ، اليوم ، آه","Um, so today, uh,",,,,,,,,
"، فكما أن التعلم الآلي يتطور بسرعة ،","so, so just as machine learning is evolving rapidly, um,",,,,,,,,
"فريق التدريس بأكمله ،","the whole teaching team,",,,,,,,,
لقد قمنا باستمرار بتحديث CS229 أيضًا.,we've been constantly updating CS229 as well.,,,,,,,,
"لذا ، إنه أمر مثير للاهتمام حقًا.","So, um, it's actually very interesting.",,,,,,,,
"أشعر أن وتيرة التقدم في التعلم الآلي قد تسارعت ،","I feel like the pace of progress in machine learning has accelerated,",,,,,,,,
"لذلك ، يبدو الأمر كذلك ،","so it, it actually feels like that,",,,,,,,,
"آه ، لقد زادت المبالغ التي قمنا بتغيير الفصل الدراسي عامًا تلو الآخر بمرور الوقت.","uh, the amounts we changed the class year over year has been increasing over time.",,,,,,,,
"لذا ، بالنسبة لأصدقائك الذين التحقوا بالفصل العام الماضي ، كما تعلمون ، فإن","So- so for your friends who took the class last year, you know,",,,,,,,,
الأمور مختلفة قليلاً هذا العام,things are a little bit different this year because,,,,,,,,
لأننا نقوم بتحديث الفصل,"we're, we're constantly updating the class",,,,,,,,
باستمرار لمواكبة ما يبدو أنه لا يزال,to keep up with what feels like still,,,,,,,,
يسرع التقدم في المجال بأكمله  التعلم الآلي.,accelerating progress in the whole field of machine learning.,,,,,,,,
"حسنًا ، إذن ، هناك بعض التغييرات اللوجستية.","Um, so, so, so, so there are some logistical changes.",,,,,,,,
"على سبيل المثال ، آه ، آه ، لقد انتقلنا من - آه ،","For example, uh, uh, we've gone from- uh,",,,,,,,,
"ما استخدمناه لتوزيع النسخ الورقية من النشرات ،","what we used to hand out paper copies of handouts,",,,,,,,,
"آه ، أننا نحاول جعل هذا الفصل رقميًا فقط.","uh, that we're, we're trying to make this class digital only.",,,,,,,,
أه لكن دعني أتحدث قليلاً عن أه,"Uh, but let me talk a little bit about, uh,",,,,,,,,
"المتطلبات الأساسية وكذلك في حال كان أصدقاؤك قد أخذوا هذا الفصل من قبل ،","prerequisites as well as in case your friends have taken this class before,",,,,,,,,
"بعض الاختلافات لهذا العام ، أليس كذلك؟","some of the differences for this year, right?",,,,,,,,
"أم ، المتطلبات الأساسية لذلك.","Um, so prerequisites.",,,,,,,,
"أم ، سنفترض أن","Um, we are going to assume that,",,,,,,,,
لديكم جميعًا معرفة بمهارات ومبادئ الكمبيوتر الأساسية.,"um, all of you have a knowledge of basic computer skills and principles.",,,,,,,,
"أه ، إذن ، كما تعلم ، تدوين Big O ،","Uh, so, you know, Big O notation,",,,,,,,,
"قوائم الانتظار ، الأكوام ، الأشجار الثنائية.","queues, stacks, binary trees.",,,,,,,,
نأمل أن تفهم ما هي كل هذه المفاهيم.,"Hopefully, you understand what all of those concepts are.",,,,,,,,
و أه افترضوا أنكم جميعاً على دراية أساسية,"And, uh, assume that all of you have a basic familiarity with,",,,,,,,,
بأم أه احتمالية أليس كذلك؟,"um, uh, probability, right?",,,,,,,,
"نأمل أن تعرف ما هو المتغير العشوائي ،","Hopefully, you know what's a random variable,",,,,,,,,
"ما هي القيمة المتوقعة للمتغير العشوائي ،","what's the expected value of a random variable,",,,,,,,,
ما هو التباين في المتغير العشوائي.,what's the variance of a random variable.,,,,,,,,
"أممم ، وإذا - بالنسبة لبعضكم ،","Um, and if- for some of you,",,,,,,,,
"ربما خاصة طلاب SCPD الذين أخذوا هذا عن بعد ،","maybe especially the SCPD students taking this remotely,",,,,,,,,
"فقد مرت ، كما تعلمون ،","it has been, you know,",,,,,,,,
بعض السنوات منذ آخر مرة حصلت فيها على فصل الاحتمالات والإحصاء.,some number of years since you last had a probability and statistics class.,,,,,,,,
أه سيكون لدينا جلسات مراجعة أه,"Uh, we will have review sessions, uh,",,,,,,,,
"، يوم ، يوم الجمعة ، أه","on, on, on Fridays, uh,",,,,,,,,
حيث سنستعرض بعض هذه المواد الأساسية أيضًا.  لكن لا بأس.,where we'll go over some of this prerequisite material as well. But it's okay.,,,,,,,,
"نأمل أن تعرف ما هو المتغير العشوائي ،","Hopefully, you know what a random variable is,",,,,,,,,
ما هي القيمة المتوقعة.,what expected value is.,,,,,,,,
لكن إذا كنت غير واضح قليلاً بشأن هذه المفاهيم,"But if you're a little bit fuzzy on those concepts,",,,,,,,,
"، فسنراجعها مرة أخرى ،","we'll go over them again,",,,,,,,,
"أم ، في a- في قسم المناقشة ، أه ، يوم الجمعة.","um, at a- at a discussion section, uh, on Friday.",,,,,,,,
يبدو أيضًا أنه على دراية بالجبر الخطي الأساسي.,"Also, seem to be familiar with basic linear algebra.",,,,,,,,
"لذا نأمل أن تعرف ما هي المصفوفة ،","So hopefully that you know what's a matrix,",,,,,,,,
"وما هو المتجه ، وكيفية ضرب مصفوفتين ومصفوفات ومتجه.","what's a vector, how to multiply two matrices and multiplying matrices and a vector.",,,,,,,,
"أم ، إذا كنت تعرف ما هو ناقل eigenvector ، فهذا أفضل.","Um, if you know what an eigenvector then that's even better.",,,,,,,,
"أه ، إذا لم تكن متأكدًا تمامًا من ماهية المتجه الذاتي ،","Uh, if you're not quite sure what an eigenvector is,",,,,,,,,
"فسنستعرض الأمر - أنك ، أنت ، أنت أفضل -","we'll go over it that- that you, you, you better-",,,,,,,,
"آه ، نعم ، سنقوم ، سوف نتجاوز الأمر على ما أعتقد  .","uh, yeah, we'll, we'll, we'll go over it I guess.",,,,,,,,
ثم بعد ذلك جزء كبير من هذا الفصل أه أه هو,"And then, um, a large part of this class, uh, uh, is,",,,,,,,,
أم هل تمارس هذه الأفكار من خلال الواجبات المنزلية,"um, having you practice these ideas through the homeworks,",,,,,,,,
أه وكذلك أذكر لاحقًا أه مشروع مفتوح.,"uh, as well as I mention later a, uh, open-ended project.",,,,,,,,
"وهكذا ، أم ، واحد ،","And so, um, one,",,,,,,,,
"أه ، هناك- في الواقع ، أه ،","uh, there are- we've actually, uh,",,,,,,,,
"حتى الآن اعتدنا استخدام أه MATLAB ،","until now we used to use uh MATLAB,",,,,,,,,
"أه وأوكتاف لمهام البرمجة ، أه ،","uh and Octave for the programming assignments, uh,",,,,,,,,
"ولكن هذا العام ، نحاول تغيير البرمجة  التعيينات لـ ، آه ،","but this year, we're trying to shift the programming assignments to, uh,",,,,,,,,
"بايثون ، أم ، وهكذا ،","Python, um, and so,",,,,,,,,
"أعتقد ، لفترة طويلة ، آه ،","um, I think for a long time, uh,",,,,,,,,
"حتى اليوم ، كما تعلمون ،","even today, you know,",,,,,,,,
"أحيانًا أستخدم Octave للنموذج الأولي لأن بناء الجملة في Octave لطيف جدًا ويتم تشغيله ،","I sometimes use Octave to prototype because the syntax in Octave is so nice and just run,",,,,,,,,
"كما تعلمون ،  تجارب بسيطة جدًا وبسرعة كبيرة.","you know, very simple experiments very quickly.",,,,,,,,
"لكنني أعتقد أن عالم التعلم الآلي ،","But I think the machine learning world, um, is,",,,,,,,,
